review_id,star_rating,helpful_votes,total_votes
R2PI5262NBT8I,5,2,2
R8L01GCC1JTAX,5,0,1
RY536TASIEFNP,5,2,2
R7V3TH2C6CN4X,5,0,0
RHHXB5ZWU703R,5,0,0
R34EAA1UD06L2K,2,0,0
RTCRY06ONA20I,1,1,2
R3V8430J0P1Q5G,5,0,0
R20KF01ZCYBQM7,4,0,0
R29L01ISKGCW3A,5,0,0
RC8YH7CLXDES8,3,0,0
R146OC3DGHKPWX,5,0,0
R2TEF5IQLREDBV,3,7,8
RM885K33I6D5J,5,0,0
R1L1OOA5GKAC74,1,3,3
R1IMN2VDOH3KEB,2,2,2
R3NPSPKQ43IJ0C,5,0,0
R205PYINI1JXAU,4,0,0
R2APGW4JJE5O1C,3,4,6
RSRB1QJIV29X3,1,0,1
R35ATYHCI8TOK1,5,10,11
RYN1LHG7CNKZ1,5,0,0
R1UA2XLK4HZHEA,5,0,0
R1LBI1YLKVDSJ8,1,0,1
R1F3K67OW0I9UP,3,1,1
RAZH61829DG28,5,3,3
R2F8951YOBW886,3,0,0
R18PW8L8CHCJT1,1,0,1
R3UL3JMQ6RGHR5,1,1,1
R39L3IRWX3Z366,5,0,0
R1ZPCI13P95WTO,5,0,1
R3GIJCL32CIUTK,5,0,1
RPATBZMS8B7RV,5,1,2
R298PH2FFJQQ7I,2,0,1
R2MEON0YHMJ8JS,5,0,0
R3ALHT9CZA9LB3,4,0,0
RB359F65561G9,2,0,3
R3PB82XMQ32OU4,5,1,1
RBCNVG79EIEOH,5,1,5
R2ODNT0AJO5MKU,5,0,0
R2DPY12E0XGWJT,5,0,0
R2B6SY3FYJ9NYM,4,56,62
R2HIM91BPYXN79,1,14,21
R3SM13DUNTET3J,4,1,1
R3M9TNZCFD5JE4,5,0,0
R151O98NA0VGJJ,5,0,0
R1JL77Y0F0PLSO,5,0,0
RQ71R60AF7OKF,1,5,5
R160AMGAHZ7SZ9,4,0,0
R30JBCCZE9Y3QC,1,4,6
R3AZGHBWUZ7JHC,1,7,8
R1VIKXBTTSTP8P,3,0,0
R3ATTDFG301PB2,5,0,0
R5XY1YP6LFYAS,1,1,1
R2MYD0OG7LPGRR,5,0,3
R1SZ4TRX83UYLZ,1,0,0
R1CO667AVZ1KO,4,0,0
R1ORC947U5A5GN,5,0,0
R1IT7Q3ZOJ5743,3,0,0
RGPXM8XO5F0K1,1,1,8
RLEIXHQFA0Q49,5,0,0
R2ZSWF6Q9ZUNVV,5,2,3
R1UJT9ZFVDX1QV,5,0,0
R28FEEYSWP51WA,5,0,0
R23D4WDDREN2VU,5,0,0
R2DJ0SDI12DQBW,5,0,0
R2YD9PIL2E0SQW,5,0,0
R2435TM6UJM0P9,2,1,2
R2L8Q6Q13GYCJD,5,0,1
RDOR3GINCOF1Z,1,1,1
RPPRICWMBCB29,1,87,89
R8PXBQ7HFYKY7,4,1,2
RJ3KV8VS204SH,1,0,0
R2LUL0F56EAI6C,5,0,0
R2G72NH1DK1UUN,5,0,1
R3TQR6A4QP47RC,1,1,2
RSRXZIWXUAIQK,4,0,0
R38OTLQ2B3X9K7,5,6,6
R3231ONW0BG6JP,5,1,2
R39J1YDNIG2MN4,5,0,0
RIWKRB5BT8RK2,5,0,0
R28P4U3WRZV3HM,5,0,0
R3R1PLG7GEHGLF,1,1,1
RFYNUALGMHIGL,5,0,0
R1O3RJREP4PV9T,5,0,0
R12MEYRLJ32C94,3,2,2
R2OEGCIE2WBSGM,5,3,3
R3J2GSPIWUTQXK,5,0,0
R3MFW9ILTH3TTF,1,0,1
R3846917VBRYI,5,0,0
R9E9DDZ2IARFM,4,1,1
R1P1VO1B32PVQK,5,4,5
R1G6SA3NSENFGH,5,0,0
R2VLUPCXBCZX6W,5,0,0
RCOWGA8EA9NV7,4,1,2
R14EKC0ZYYZYUU,4,0,0
R2OZ77NRHSBP4O,5,0,0
R2HH8GG96ZXEAB,5,0,0
R1R4EDV0XNXZW2,4,0,0
R4O2SBYXQHEDJ,1,1,1
RBPI1NFHF2DDZ,5,0,1
R2FZFN22TPL625,5,0,0
R3JE3KDEKICYK3,4,0,0
R1XTEHEKSJ956T,5,4,4
R2W28V80MKDCG5,5,6,9
R7VQCOYZFN8JA,5,1,1
R1CRVBJYNTUOT2,5,0,0
R1KGBE37EZQPV,5,0,5
R1TQJDZAX4BNE0,5,0,1
R3FQKO2B2BUGNP,4,0,0
R2L5YHYX6TB2GH,4,5,5
R19U0IZ4FYNDAD,5,0,0
R17UFGJZHT4X22,5,0,0
R3MYZJMY37GX0F,3,8,9
R1TGQM2OKLT9DA,1,5,5
RBMJP65EPGFQP,5,0,0
R15C8ZKELMZBWJ,2,0,0
R1W0OWYBC9TW27,4,0,2
R4N05JJUB7OL9,2,1,4
RMI6C2DCI5FSU,4,1,1
R22KMOO2ETUQ4E,5,0,0
RTJPYW7BMBWTU,1,1,1
RFCB91FPS9LG3,3,1,2
RZATOXC78UCKP,5,2,2
R23UGKH72EE99B,1,0,0
R3CF4CJSUXF3OV,4,0,0
R2Z7O5IO3LY17H,5,0,0
R1ZRRU8PPV1L8D,5,2,9
R31KYVC1BX0BPZ,4,0,0
R2VC2GJUUWNKX3,4,2,3
R1QA8RTI9ELGPT,5,37,43
R1AUGD5VXHVNKU,5,0,0
R786CI90ZT0VX,2,0,0
R3VELIJH46ZC4Q,5,0,23
R2B5QPY18HXTIF,1,5,11
RJUCZAALALZXI,5,0,0
R1DBV3PR1Y7F26,4,0,1
R1DM3RM02SS3UB,1,2,4
R2D9ZP2NHIVNMS,3,1,1
R1PI7PHL59WTUT,1,4,4
R1IL9PLD3JQKMY,5,0,0
R1E29CIX1HFR65,1,7,13
R270JIRKJ76OIM,5,0,0
R1O2C2FJ8RIHGW,1,43,46
R3QYL8V8VNL9PW,5,0,0
R1U5EKFXTEAM7Y,5,0,0
R2E66PC9LH61LF,4,0,1
R2XEZ3JPJS084X,2,1,1
R2KU539KEPTQTT,5,1,1
R3GQB4V5BJ51IP,5,0,0
R1EUMZ93CW71ZZ,5,0,0
R2UJBGLVV2YSDN,1,5,5
RCNIIS93Y4173,1,2,7
RKCZCQBOTMWJX,5,0,0
R2O1C6GVF0XC6X,5,0,0
RFYJ8LQ4KM0RV,3,1,1
R2Z2D805XZRI3S,5,0,0
R1X1QW27AA3BNF,5,0,0
RS2IEVXW0X4H6,4,0,4
R32RX80EAI4U83,2,1,1
R1XDY3FEHMAYFG,1,3,3
R2MGDEQRBVK6NB,5,0,0
R191EWI6DN83MT,2,0,0
R1CXHQJDOODC0T,5,0,5
R1HCBS4SK696FN,1,1,1
R1MSR1DWX7SDZ7,5,0,1
RK0RN3ZMVNTHM,4,0,0
R1JKQ5ZK5VNR2M,4,0,0
R358CXMJZBBXJ0,3,0,0
R6LAEN3U7VLQ2,5,0,0
R3I2TQC1SJHKXO,5,0,0
R380CLI550N4A0,5,0,0
R3H4NX2MKAF509,5,0,0
R15VB3MTLJYF09,5,0,0
R2ZF7DSJW7A6YY,1,0,0
RW2TB6SE3H217,5,0,0
R3391XKYWO0NJJ,4,2,2
R2C2R7TXB380HR,3,1,2
RBXD3KH1UOTWE,5,0,0
R2IE2JP21VYKSV,1,10,10
RMQC3R8FTDI8P,5,0,0
R3DIOLPV61M45C,5,4,9
R3CWZ5JGFJ7Y2Y,1,4,32
R1S2Y4XOJD667W,5,0,0
R2ID8OZVMLQEG0,5,1,1
R2H2SCOC82R86R,5,1,1
R1EBG3YGNK706P,5,0,0
R14ELH0ONXFLUC,4,0,0
R39V9OQ9IVP090,4,97,101
R2LT190YQVV64H,2,0,0
R31ONK3XYI3FTT,5,0,0
R2RM22SYFU0ERU,5,0,0
R2VWX01LX09DH,2,1,5
RP9MR4OFIJGPM,5,0,0
R30TL273VBBP26,5,0,0
R1MXV0F0A1UJCL,5,0,1
RZYE7R36XBELJ,5,0,0
R19OFJV91M7D8X,2,12,13
R10HI1K7QQFEXY,4,0,0
R391PJUIJEHUG7,1,4,5
RYYOJRCBPP4KY,2,0,0
R2XFUDW4WESDJ,5,0,0
R3SQ2GIUTRYBAE,5,0,0
R3DPI44WOG7MMH,1,2,3
R1VKPYR62ZIE9J,5,0,2
R34T4NWQ26OUF,1,0,1
R331WDEJFZY44X,5,0,0
R89DL8XNA3MA1,4,1,1
R27WB776B2FB7V,1,11,13
R14UFPX6AMK0MC,4,0,0
R74ZO9NML6F0R,4,0,1
R2BWY2UGI575QM,5,1,2
RBG4GM8O4WOT7,5,0,0
RTHZWEYW7LD2B,5,0,1
R3FLABX3BI5IB0,1,2,11
RD69VDBDE3YSX,5,0,0
R3URYONFV4LNKF,1,0,2
R25CMGZTXGY5YT,4,0,0
R1UP2719N2M8S5,4,0,0
R2NY7QSCVE7U7I,5,0,0
R33Y97D4HU4PHH,5,0,0
R594QMTNV08CW,5,0,0
R1RYFJ5LOP2O6I,5,0,0
R2M5ELQIUI5F4D,5,1,2
R2ZRCJX6U9VVNT,5,0,0
RLVCUU33Y7UK2,1,0,1
R2D3708U9F9M2P,2,0,0
RGSQIWFCS4FLU,5,0,1
R3NI04K4JOX816,4,1,1
R1TGEH6J071HK2,5,0,0
R30D8AK8V7WVE7,5,8,9
R1PEBGALWOUVN5,2,5,6
R3UP0SPSLYVL0X,3,2,3
RVQWV0N5TA6F0,5,2,2
R2D20HRAR0R6H7,4,0,0
R2HMXXTJ1Q24HX,5,0,1
R239Q8EO9XQ309,5,0,0
R1IZQ1MSCAXF9J,5,0,0
R24BIAL3GL8IX3,5,0,0
RRAIEF5ZQIAR9,1,1,1
R3RLV30UUTGST8,5,2,6
RVERXR7DU0VF9,1,4,4
R246KQX1T9YI5I,5,0,0
RTODZOA47O4NK,5,0,0
R1I4VKDNON64QL,5,0,0
RPUA6R083CQAS,5,0,0
R18QKI0J0FNVE9,1,0,2
R33XWR5R6DXDVH,2,19,20
R2EJX79XUXWENU,1,5,8
R2A3OS7MZA8M6L,5,0,1
R33QKAMJUAS8M3,2,0,0
R1ITXEW229KYIG,5,5,7
R27KLWFOHXRROS,5,11,11
R2NJNU52GBLESI,3,0,0
R3JNEUOC61DMP7,5,0,1
R23TUSDUPFHC51,5,0,0
R2N6WJJP6689GS,4,0,0
R3OC1IX1ULOA8K,3,0,0
R2X300O9QSRGY6,5,0,0
RLWX3YACOVN6M,5,0,0
R37X6ZUKR0ABQ4,1,0,1
R2VJM0PAQKWTT8,4,0,0
R3S0NAM3MZWNFR,5,9,9
R25YOF7ICT8U97,1,0,0
R2HEV8RRCTJFJA,5,0,0
R2ZWGP6E1EG09T,2,0,0
RHV5BES0D0P0C,3,0,2
R3723QCCYO2BKH,1,12,12
R3GXE77COS5LU1,4,1,1
R15TNBSRV6SASA,5,2,2
R276C8MQ3055WU,3,0,0
R3BWM1Y2PLK6HO,5,0,0
R9HIHGFZSQC7N,4,0,1
R1CZO3BLJGX08T,5,0,0
R58AC7YXCZGI7,5,1,1
R28CM8D2627UZ5,1,1,1
R7J85JFKOUWPG,5,1,2
R4GEOL9Y86X1W,5,0,0
RKUK3QVN75DRJ,3,1,1
R1KD8NE2XV0D3F,5,0,0
R13ZCPOFR241Q7,1,10,12
RZKCRTO8XHCHJ,4,29,31
RHWQEC1I9PLE6,1,2,11
RBEZ6CGT63RDF,5,0,0
R3URLXK9P3OR6J,5,9,10
R1JUK4PBQGIZVP,1,34,37
R3O60JWPD2FQ45,1,5,6
R1AQHAFJ4AA1TQ,5,0,0
RBQZ2BPX3N1I,5,0,1
R8L6OI7FLQ0PZ,5,0,1
RYGATFIEWRKYR,2,1,4
R15J75IK7U4LHZ,2,1,1
R3O4YU8IQ7W75M,1,2,2
R1NMX13PSO1CRD,5,0,0
R1BFGW7P1I8UDG,3,0,3
R2G82S8NIHXIF,1,0,1
R22CLC3X5MDNS,5,0,0
R35ABGXBLFQH5X,5,0,1
RAXAXPYV4RZLW,5,4,4
RK7UOKOFPPK1C,2,0,1
R1ALVEADKNQZ5,5,1,1
R25AN0TW7IMRBM,5,0,2
R2R0I0S868AA8I,5,0,0
R21JZS0QBMVK9D,1,1,2
R2LRPWPNRQ4Z4S,3,0,0
R29AHYCP9QJFAO,5,1,1
R1M2AJO85QUTZ1,4,0,2
R5WMRH0FK7R8A,5,3,3
R2YKXN2RQ8Q4UN,5,0,0
R3KAUFP4WL1QZI,5,1,1
R2UDB781TLQ6KX,5,0,1
R2Z6OD0G5M16FB,5,0,0
R2WLRMWLHFRE7D,5,2,2
R8132VDBM9W04,5,0,0
R23NWCHJ2PISTE,1,1,2
R7UDGX9UAP2QE,5,1,1
R5NYJEG6OY7P9,5,0,0
R1WTGVD60OUUH2,1,0,0
R16SURSCS7X32F,1,4,34
R3VHJKOIR69SAV,5,0,0
R2Y1UPHA8F2PTS,5,0,0
RYBJWUMZT1256,5,0,0
RARMWZGY54ALL,5,0,1
R3JXHZ01NYV1E6,5,0,1
R20ZS7202YWMUZ,5,0,0
RBAE7IEAMP21B,4,1,1
R1A1P3U204IH14,5,0,0
R3B17FWB7IND34,1,3,4
R2FW2E8HSAUBRK,5,0,0
R1CV1NUMRDU6E2,4,0,0
RU9T42VXE8ED0,5,0,0
R3K2S4D4G80AB5,2,1,1
RPUCH0JDWEBYY,5,0,1
R2Z425EO7I508U,2,0,0
R351OF4D55A4GP,2,0,0
RUSLE6FQ79M8T,5,0,0
R33MPZURPHJ87S,1,4,5
RPNQFR9BPR3JO,3,0,1
R1B0AHHYTT1MAF,1,0,0
R7Y2VACZ0B6GG,5,0,0
R3N37MZJ9V4044,5,0,0
R1IWFK7HGTRUVB,1,3,3
RLE3EA1Y5H16L,4,2,2
R28UWZSM6O9JKI,4,2,2
R1C2DLUT11GDJ3,5,0,0
RK0UQIU6LG205,3,0,0
R77QBBO53VAYF,5,0,0
RMV74I9FHXXX2,5,0,0
R1P10BHEMYPYDT,1,1,1
R9Y19J2RV15QN,1,2,2
RMEFJ1GGROU0R,4,0,1
R2MWWSVSWGY0JQ,4,0,0
R161DEFSNDGE9,5,0,0
R3SETZFTCJ6RRB,1,22,36
R1AY5YNND5KO5R,5,1,1
R2LW7HN9Z1GVC4,5,2,3
R1Q9RTPHVNJP24,1,1,1
R2IUUI1UF00IHN,5,0,0
R3D7HPAJ8X21AT,5,1,1
R21FC0MCMNMYZC,5,4,4
R396E2RNI3KVH7,3,3,3
R3ONUFH5GWRM87,4,0,0
R2BBFH82OZDV8I,1,6,6
ROECKQH91TGNB,5,0,0
R3RUUPHMS633Y7,1,1,1
R300CTOWQ7606K,5,0,0
R8IHZXFM2JZAR,5,0,0
R2JVPT34NCEZF0,4,3,3
R1FWOCBNKDAACW,2,0,0
R2LP2UHV3ILZY6,5,0,0
RLSHEOD392I62,1,0,4
R30QKXW22C4X3E,4,2,2
R3EZKA0Y4UFCT8,5,0,0
R7T1S0VIWIKD2,3,20,20
R3PAN3VSXXEDDK,1,2,2
R2SJA3LDV22OMZ,5,0,0
R2076GSVJPPLY4,3,4,5
R1FKSQAFC8YENM,1,2,10
R3BFLMOQ8OA292,1,3,6
R2JMK36BY4D3BG,5,0,0
R19FQFQGUSBD7V,4,0,0
RYKKENELAE8UG,5,0,0
R1BH3BTB4QX0JD,5,0,0
R1EMBNSTACVAB0,1,2,2
R1A0O9NGUVTDJY,5,0,0
RWJPFM7ULUZTL,1,1,16
R185LB7UWM9TL5,5,0,0
RSARGTTEUDDAL,1,0,1
R27B7E60TRWRGT,1,0,0
R2KENZWKYOHT8F,5,0,0
R1M03P7TF5VJW0,2,1,2
R2QDYIX81RV63X,5,0,0
R19LFRYFQ8IQ2A,1,0,0
R14P2G16RN803R,5,1,1
R1E7IVZ7RHCC7P,3,0,3
R3GZQY8YBWMYB7,5,0,0
R20J7FDCZKH5WW,3,0,0
R36O9BITPZINMR,5,0,1
RZBQ947F9ZLVS,1,1,3
R3N3T1NZLBJ739,5,0,0
R3RIBXP7ISKYAG,3,3,3
RQDEQ52QES1V4,2,0,0
RY8R3UW0JH4LG,5,0,0
R1UNGYGITQXCF,5,1,1
RX22B4327FVLJ,5,0,0
R1KOL1QW75IC2K,5,0,0
R1I9GU7F12ZUSE,3,0,0
R1XE7242UM4JNY,5,0,0
R1D8B0J4KT25I5,5,0,0
R20CNI5WA16CQM,5,1,1
RKIT52DNK3GYN,1,149,152
R2PMJCKBS3I44,5,0,0
R11PY96A8NT3RM,3,4,6
RXUJBEVNYN9IC,5,5,5
R31E86SHEPZ8TP,5,0,0
RXQF0E7RDFJSS,4,1,1
RIKO9WASHPH3R,1,1,2
RK4O1P12QMECS,1,2,2
RPK85HLCY7HJ6,4,0,2
R8ZM7ZY1AIZA0,5,0,0
R23K3YKGHXSAGL,5,0,0
R2BLJM6WQ0EDGC,1,1,1
R3BF20Y0KEWJQK,5,0,0
R20N9A8UWIYU1Y,5,1,1
RUQ48VN1OZXA5,4,0,0
R3FBUGYXSMA61B,4,5,6
R14X3VBE14EHK3,5,1,1
R1IBL70VK9AP35,2,2,2
R2U5FL7HBUI7IS,3,0,1
R2GI44HS0YWCJE,5,0,0
R1TQQY79HBND3W,4,0,0
RPRGDNDBBJF2Q,5,0,0
RSNAX3QU2B39H,5,3,3
R17I53BF8VFXJW,5,0,0
R2VLNRWRTDU9S4,5,0,0
RLRQ5FEU14KNW,5,0,0
R3OYKTIQ6FE25L,5,0,0
R2W081OSLHCB7X,1,0,0
R3SW2MGQCMLDR1,4,0,1
R1GK11J99SIJ69,5,0,0
R3EONNU9JCAE0Q,5,1,2
RX9TJ2P0VXJMO,5,0,1
R2OJDAQ4W9HPXS,4,2,2
R1TO5C4W70JPX3,4,5,8
RCGP4O30ELTO,1,9,11
R34AHG5SPFJJE1,5,2,26
RPDELJ01LATQG,2,0,0
R1JFYIXSF6B0R8,5,0,1
R1PXAHZMTCXWYD,5,0,0
R2VQ3SY6QTQGLO,5,4,4
R18F5IDSTWWHTC,2,0,1
R2OG2O75GEBT0K,2,9,18
R2KPSO975FCQCL,5,0,0
RM9OAWS7OHA9,4,2,21
R7CXFBZNJLWPM,5,2,2
R3S4OTRMHNRGSI,5,4,4
R1O2VQ46QNAHGC,5,0,0
R2Z45Q30DR498L,5,1,1
R13HEF4SD45BZC,4,0,1
RTC7FGVHM2OCM,4,0,0
R2DVI1NN2FGEB8,4,1,1
R3V66UESYV3JZ1,2,2,2
R25WT4VMY0QK2L,5,0,0
R321HLHXO11MGR,5,0,0
R2MPHBPGWBQ7G0,3,0,0
R3T4X83AEV4E53,5,0,0
RFR9JX84M60MK,5,1,2
R2A9DX1S1GP2DL,5,1,3
R13A1VJG67HZXQ,4,8,8
R25LTGSRD4UVNP,5,0,0
R1L96ADUSPFF6K,1,4,13
R1Y5AI2IQI8BP9,1,2,2
R1YSG5T9ANVRFL,3,2,2
R24QC88DVYSTSV,5,0,0
R2E2OLMHJ2HD74,2,0,0
R161CAZDEIO2R2,4,0,0
RQZTHKW8M4KF,5,0,0
R3HSSKM6IA13QG,5,0,0
R242SHOLIJ8ZS8,5,0,0
RB5PO9RT66PXN,5,0,0
RGW2WCIIABYQV,4,0,1
R125KZAVUAYKOO,5,0,0
R1HEFQUL1TYUH7,5,0,0
R1CB5ISTYPYCPP,5,2,4
R2TPQ4HWQVMY6X,5,0,0
R1LVPI8FNPWE1C,5,0,0
RHJ16V29MH31X,5,0,0
R2VM4VKQID5KN8,5,1,1
R19RLAJSZYXWY0,5,0,0
R1X1YDI6KRWDIX,3,0,0
RVH2M6DPZZFJQ,1,3,7
R3QVGOU0MT8RCW,5,0,0
R1ZBQOWL915TKB,1,2,4
R2XKFJMYGWELFO,1,0,0
R218LU4NVSKARC,5,1,2
R3DHYKSEL9VE9V,3,0,0
R25GIYXWSKCBYH,4,1,1
R315ZXBV9UVJFA,5,0,0
R10Y05GRTR6JSL,5,0,0
R2S4CL242KSSD9,5,0,0
R3RCO3NVPFB8C0,5,6,12
R33NBNAOMC2PGK,5,0,0
R189V7LVK0E80D,5,0,0
R2T3O5IAGU34GU,1,0,0
R2ULZZ4I8995ZM,1,0,1
R368ORMOFNGPAB,5,0,0
R34MPF1ABPC2P4,5,0,0
R2WPF9GABN0H6J,1,2,2
RCN514M5V71WZ,4,0,0
R1CFSZKU4XV5XZ,1,0,4
R3ASYNNLZU6C24,5,6,7
RRAXP0BV0O3IW,5,0,1
R1DA07IAOG2LJ7,5,0,0
R3JJTD9NBANMOD,1,13,14
R36SVP5OGNKYM1,1,0,2
R1WOFBAHZ54DUI,1,0,0
R2F8E9VTE3O3ZV,2,0,1
R3HAVI4GHNB53I,3,1,3
R13BPKYR1F9SX,3,0,0
R33EUW1TOTAX7S,1,4,5
R1F8GB1JCB6HSY,5,0,0
RGDGR8JQ8K7CF,2,3,4
R2BV46WR9J30X0,4,0,0
RL2FJJCYOPX4Z,5,0,0
R9WAMGUKPX1ZJ,1,1,15
R2NRQ3I51ANNTP,5,0,0
RDKKOJA9TI4PR,5,3,4
R3PFXNW2SZWQU4,5,1,2
R3FEJL7LTIJB1K,5,1,1
RMKZ7CH8P8EFY,3,0,0
R32YH9E3Q8SQSD,2,1,2
R3FD5WN7IBRQ4Y,3,28,30
R123OOYRQECNMS,3,1,1
R2ZMZ35LF1PG37,4,0,0
R9HFZ22ZVR4HP,5,0,0
R50VYXJ4TZU05,5,0,0
R2X7PLW6JXI4OF,1,3,5
R1A7PBHV6M2NLC,5,1,3
R3MQQPN8EEJJI,1,0,0
R3850I2I3NI0TX,5,0,0
R2LGBZL2589L19,4,0,1
R25DT3J0R0P4W1,4,3,3
R1IH8GJOLRFI73,5,0,0
R2I9RXRU4HSNBN,5,0,0
RDQ46K4IXEI3,2,1,4
R2VEW7OOG7BXKE,1,4,4
R1XZ0F05B0ULU8,5,0,0
R3BQ6M1XN636AD,2,0,1
R3LIDILYGD5B2N,5,0,0
R3KHHVOEV8M8E4,4,0,1
R2HECVM1AXTNDB,5,0,0
RZS4S3ANZ5O31,5,0,0
R1HRWHALDXDS10,5,0,0
RMAK47MXOLQSH,4,4,5
RJWY0VI7PTBDX,5,0,0
ROWMVW4F6H7SQ,3,2,3
RFMALBZP0XIGM,5,0,0
R2XSJ7LL7ZBJIE,1,2,4
R3L744HEP7WU68,5,1,1
R1FEZVR7UBRUN9,4,0,0
R1OJENZFM4C6AF,4,1,1
RQQGPM56R2ZVO,5,0,0
R5NEJDTKKS1Y6,4,2,2
R2QBASUD2L3MIP,5,0,0
R2CBY22FBZ4F13,5,0,0
R309GJHGM8B32Q,5,0,2
R8Z6AVFZFH6HE,1,3,4
R1WPQQQ96QGRQT,4,3,4
RRSP8WFNY2UFP,1,2,3
R4MGYEC0AN9EN,5,0,0
R20NX7G6HRWIY0,5,0,0
R3T5MGEDNPW1LI,5,0,0
R34MI2EZVK6A82,2,5,5
R3FL3IQS5PGREE,5,0,0
R1IZYNMCX5WXYA,3,0,0
R1A0YIUEW7ZBKL,5,0,0
R2NVSOEGYMFIJB,5,1,3
R8SE58USZJYJU,4,0,0
R3T0IGHSCXYN9K,2,1,3
R31LVO79Q0W2JX,2,1,1
R2SRDOEQ5TA04P,4,6,6
R10A1EPT7V0SQP,4,0,0
R1QDJJRW5VKVJA,2,0,0
RR6Z3CP7FHL4,3,0,1
R7PHXQUYTTLQB,1,1,6
RZCNE2LB6WUR9,1,5,5
R37T26NIC4783R,5,0,0
R3Q7PWTTZF7ABE,2,3,3
R3SMM62WW5NA0X,5,0,0
RFWREEBPANBAA,5,0,0
R3TF1IX3J5VLSV,5,28,36
R11DJ0NMPYGPFE,2,0,0
R3X93TQ3MJ46Q,5,1,1
RCSENBTXY93OL,1,0,1
ROU3YFX0XVV6X,1,2,2
R2UOBOMVRW758F,4,1,1
R234D3IIT3D1IE,5,0,0
R3TQQPHI11L9UG,5,0,0
R3EXRPV7R1CHUV,5,1,1
R3D4BSC1IVZ4EK,2,94,119
R1L03GB0E4ZDG5,5,1,4
R28P6YELNVPWN5,4,0,0
RBVW7UPW974QS,4,7,7
RP9FL9HXIIP70,3,0,0
R2TACS3J3TJW2,3,0,8
R3HSFEM6DPE8IK,4,0,0
R283ZUHKKY7I6Q,1,3,3
RTL1OILAIUXQU,3,0,0
R1JLQHYLTMN0E2,4,3,3
R1N9WMBQNFH9FP,5,0,0
R5LOJWO86KFBC,5,4,5
R1V31HYN80JL94,5,0,0
R2WUONSNLYISC5,2,0,6
R3F2OSEJ38RXYK,1,6,10
R2RAAS7NKKVYWU,4,1,1
R3J04PTKIAKOLI,5,0,1
R3HFB8O3WR011Q,1,5,7
R2X1JZQ0YYZBX1,5,0,0
RZ02Z1SUL9CDK,5,0,0
R20JKHGS8FA0YN,5,0,1
R2HUZGOKPFWSQP,1,0,0
RY3PU6DKYCH22,3,1,1
R3SXK5LMA590L2,4,3,4
R2HZUBRAASXS99,4,1,1
R1U0R81ETR58RA,3,1,2
R3N4WPZ96H98IU,5,0,1
R337F0SE4S8JD5,5,0,0
RJMBZPO5USX6E,5,0,0
RAFHDRSHN1SFX,3,0,0
RMV5LRZQJZMAU,4,0,0
RDGPFJDLROMFF,3,0,0
R2WV9A9CFTJ38N,1,0,0
R5RTT2S88XQEB,5,1,1
R39S344VN532PK,4,0,1
R1SZOS94OI8Y3J,5,0,0
R1RMR3ADWDWQCO,5,0,0
R1BABPTJ7I23IP,3,0,0
R1XJFK9ZF03V6S,5,0,0
R1AGTUK3F7WQBU,1,0,1
R1Y1MLW46GN1F5,1,0,0
R2STY31M4UGFI7,5,0,0
R2RI6QAFR19IHK,5,1,1
R2MS54C1NG3HPT,3,0,0
R1SG9YRFA4FQ0B,4,0,0
R2MVSQB95ZMOE3,5,39,41
R2OX2P2Q9MGOT1,5,0,0
R2MT2T7N4EKWXD,4,0,0
R2KEWXHM8AX12J,5,0,0
RKVK3313LZQQE,4,0,0
R2XE74F7P5ILRM,4,0,0
R3UPXZ751YYO23,4,0,0
R9HQI9LFV7D7I,5,0,0
R3OTQFO1S1WIFS,5,0,0
R1QJVNE8C1UU55,4,10,15
R35F4CP1KYZGPS,5,0,0
R2CXFRKAUENNYH,5,0,0
R3E283ZV9WVFVF,5,0,0
R3TTD8F0ZZD7OG,5,0,0
R17MMZPZ3FDQMA,5,0,0
R2AFW423Y6CL6R,4,0,0
R1G8RKL3IU1S4A,5,0,0
R7LP5X6BGRTDB,5,3,3
R2USR1DDJSIVO4,1,2,5
R15K3MBJSJZLWJ,1,10,11
R1BIBREL7PVV5A,2,0,1
R2BR3TTDDZDV1V,2,0,3
R3ORGM9NRI2GIA,1,0,0
R1RNC8RB8CPNUY,3,1,2
R1N4GL2OP8WB73,5,0,0
R1PBDJ0J20TI4A,2,9,10
R30WW1O2AVIHJH,1,3,3
R2TIRO7TT5YWH,5,0,1
R366S1NW96GA6R,5,0,0
RP2VVLMRXRCFW,2,2,5
RE1LO33E5NT6M,4,0,0
R1MIPE4X5ZDGPE,5,1,1
R3USRB7M2IMV5U,5,1,1
R1VG4ZAN65TN27,5,0,0
RK5J21APUH0U,5,0,0
R2PUS9K2XHF3TD,5,0,0
RV50KCC5N8EGS,3,0,0
R2U80EOV2CPLGO,1,0,1
RVS6OLHW32L2Z,4,1,1
R2VC2BLUYS9DI5,4,2,2
R3OX6HRZ0CCWSS,1,5,5
R1Q7W4439VAX80,5,0,0
R3U6Y03QO8NXJH,5,0,0
R2UH2LYNIW4B39,4,0,0
R3LGQI92AIBU9I,1,0,0
R2ZW49GN50NKYW,5,0,0
R213WD2BH0005J,5,11,12
R2RPA6R37690O7,5,0,0
R3BCJE6PIJ17KO,5,0,1
R1WK5M5NVPOMBX,1,3,23
R1CKB7A2KT3ZI9,3,0,0
R19MZH7NBXNK7T,5,0,0
RTP8SETRR6PPB,1,0,0
R1ZXIUQHJJFR8F,4,0,0
R2FX42CDNGD5HS,2,0,0
